trip_id,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_area,dropoff_area,distance_km,duration_minutes,vehicle_type,fare_amount,surge_multiplier,weather_condition,hour,day_of_week,is_weekend
1969,2024-01-05 02:24:00,2024-01-05 02:39:00,-6.233097742251613,106.86511743034112,-6.248451987737696,106.88597203602966,Central Jakarta,West Jakarta,11.75,27.8,motorcycle,68172.0,2.45,cloudy,12,Wednesday,False
1970,2024-01-05 02:27:00,2024-01-05 02:42:00,-6.294760658293587,106.81770410484148,-6.149640211096258,106.81835946695958,South Jakarta,West Jakarta,6.97,41.7,premium_car,55994.0,2.32,rainy,19,Tuesday,True
1971,2024-01-05 02:30:00,2024-01-05 02:45:00,-6.295161647221729,106.74973244494876,-6.281002671004537,106.77369792100188,South Jakarta,Central Jakarta,12.77,12.0,motorcycle,25420.0,1.22,cloudy,5,Wednesday,False
1972,2024-01-05 02:33:00,2024-01-05 02:48:00,-6.133660591264845,106.85042165215512,-6.23584711719566,106.90048656893545,West Jakarta,South Jakarta,3.05,38.5,car,14579.0,1.98,sunny,4,Wednesday,False
1973,2024-01-05 02:36:00,2024-01-05 02:51:00,-6.245385838005437,106.71517076723768,-6.222568921189203,106.87417840008825,West Jakarta,West Jakarta,10.12,16.0,premium_car,64249.0,1.84,sunny,3,Tuesday,True
1974,2024-01-05 02:39:00,2024-01-05 02:54:00,-6.1963842467522365,106.8033356149678,-6.1754812406874615,106.93433489078117,West Jakarta,Central Jakarta,13.29,23.7,premium_car,25327.0,1.29,sunny,12,Wednesday,False
1975,2024-01-05 02:42:00,2024-01-05 02:57:00,-6.240254885282245,106.83665373491593,-6.268373470856127,106.74136041000472,Central Jakarta,Central Jakarta,12.91,16.7,premium_car,72235.0,1.35,sunny,17,Monday,False
1976,2024-01-05 02:45:00,2024-01-05 03:00:00,-6.111864150976931,106.80901174352965,-6.127879101930057,106.86229732115913,South Jakarta,Central Jakarta,6.85,34.6,car,19085.0,1.85,sunny,12,Wednesday,False
1977,2024-01-05 02:48:00,2024-01-05 03:03:00,-6.248140648226845,106.88716804381275,-6.210491552906745,106.76105986702204,West Jakarta,South Jakarta,11.69,33.7,premium_car,53146.0,1.48,rainy,7,Tuesday,True
1978,2024-01-05 02:51:00,2024-01-05 03:06:00,-6.214068637452213,106.90698123863633,-6.116595657623888,106.92589574632541,South Jakarta,Central Jakarta,7.56,29.2,motorcycle,58452.0,2.25,sunny,18,Tuesday,False
1979,2024-01-05 02:54:00,2024-01-05 03:09:00,-6.125453949903079,106.8928107685083,-6.2064260172732135,106.72487485356416,Central Jakarta,South Jakarta,12.92,34.4,car,56039.0,1.15,rainy,14,Monday,True
1980,2024-01-05 02:57:00,2024-01-05 03:12:00,-6.131613286641638,106.70970323695295,-6.244991948211853,106.86404045161122,Central Jakarta,South Jakarta,8.9,32.4,premium_car,32122.0,2.37,cloudy,0,Wednesday,True
1981,2024-01-05 03:00:00,2024-01-05 03:15:00,-6.262779716430744,106.74853219261149,-6.271634234262465,106.89777143038201,South Jakarta,South Jakarta,11.94,37.2,car,71287.0,2.26,cloudy,10,Monday,False
1982,2024-01-05 03:03:00,2024-01-05 03:18:00,-6.139471338040858,106.83415187731595,-6.299250981057743,106.78872946009118,South Jakarta,South Jakarta,3.02,18.4,car,63886.0,2.11,sunny,15,Wednesday,True
1983,2024-01-05 03:06:00,2024-01-05 03:21:00,-6.208362622652421,106.93370551011095,-6.193568503003033,106.93853451984596,West Jakarta,Central Jakarta,9.67,25.0,motorcycle,45714.0,1.39,rainy,9,Tuesday,False
1984,2024-01-05 03:09:00,2024-01-05 03:24:00,-6.2034062255829285,106.90873919376303,-6.278568660614615,106.91268267114651,South Jakarta,Central Jakarta,9.15,15.3,motorcycle,52231.0,2.07,sunny,6,Tuesday,True
1985,2024-01-05 03:12:00,2024-01-05 03:27:00,-6.273304005516811,106.91063362708795,-6.221654447273764,106.77365457492122,West Jakarta,Central Jakarta,9.93,25.0,motorcycle,49646.0,1.66,cloudy,7,Monday,False
1986,2024-01-05 03:15:00,2024-01-05 03:30:00,-6.283879697248575,106.77580204843993,-6.1821456477525825,106.701885273179,South Jakarta,West Jakarta,11.04,34.6,premium_car,76269.0,1.95,rainy,22,Tuesday,True
1987,2024-01-05 03:18:00,2024-01-05 03:33:00,-6.154412138605247,106.80736197426968,-6.24486282061946,106.77416429402952,South Jakarta,West Jakarta,13.94,34.2,premium_car,72749.0,1.47,cloudy,19,Tuesday,False
1988,2024-01-05 03:21:00,2024-01-05 03:36:00,-6.20070776952894,106.81767648682899,-6.264955141526777,106.77032761761768,South Jakarta,South Jakarta,12.21,34.8,motorcycle,26485.0,2.25,rainy,15,Wednesday,False
1989,2024-01-05 03:24:00,2024-01-05 03:39:00,-6.212629859476964,106.73934289583748,-6.145055675478131,106.92249115187524,Central Jakarta,South Jakarta,4.86,20.8,motorcycle,28393.0,1.06,cloudy,23,Monday,True
1990,2024-01-05 03:27:00,2024-01-05 03:42:00,-6.154098354269521,106.70776703256112,-6.110641765543676,106.94178029456369,Central Jakarta,South Jakarta,12.74,33.2,premium_car,78701.0,2.04,sunny,9,Monday,False
1991,2024-01-05 03:30:00,2024-01-05 03:45:00,-6.146897420201777,106.93672572486513,-6.279911916427607,106.71760999649257,Central Jakarta,South Jakarta,3.59,22.9,motorcycle,26559.0,2.24,sunny,3,Wednesday,True
1992,2024-01-05 03:33:00,2024-01-05 03:48:00,-6.2682183664661295,106.76017814641588,-6.268881935122998,106.81782370713333,West Jakarta,South Jakarta,10.09,43.1,car,76744.0,1.97,sunny,11,Wednesday,True
1993,2024-01-05 03:36:00,2024-01-05 03:51:00,-6.177954970104471,106.75998722593091,-6.107997468549456,106.83708299963246,West Jakarta,West Jakarta,13.48,22.0,car,55483.0,1.29,cloudy,20,Monday,True
1994,2024-01-05 03:39:00,2024-01-05 03:54:00,-6.272929183544463,106.72084476344219,-6.29244315563755,106.72322791533243,Central Jakarta,South Jakarta,3.31,31.1,car,13508.0,1.43,cloudy,15,Tuesday,True
1995,2024-01-05 03:42:00,2024-01-05 03:57:00,-6.149724982794191,106.93212693798594,-6.104473532689905,106.79437442728438,Central Jakarta,Central Jakarta,13.05,36.3,premium_car,33501.0,1.77,cloudy,23,Monday,False
1996,2024-01-05 03:45:00,2024-01-05 04:00:00,-6.168608968746572,106.84493427873494,-6.299071103383002,106.77927060434824,South Jakarta,South Jakarta,12.38,41.7,motorcycle,43331.0,1.49,sunny,17,Wednesday,False
1997,2024-01-05 03:48:00,2024-01-05 04:03:00,-6.108677075783308,106.86675921428134,-6.1252662688697335,106.83401408858178,South Jakarta,Central Jakarta,8.55,25.3,car,68317.0,1.01,cloudy,15,Monday,False
1998,2024-01-05 03:51:00,2024-01-05 04:06:00,-6.286208396728716,106.92789422181576,-6.23853496380245,106.86529772493299,West Jakarta,Central Jakarta,6.02,22.6,premium_car,33001.0,1.06,cloudy,12,Tuesday,False
1999,2024-01-05 03:54:00,2024-01-05 04:09:00,-6.288589055769749,106.7864050422252,-6.11228222836454,106.87587127762414,West Jakarta,Central Jakarta,7.27,25.1,motorcycle,31740.0,2.15,sunny,15,Monday,True
2000,2024-01-05 03:57:00,2024-01-05 04:12:00,-6.24356258506136,106.85537682778453,-6.236610942272883,106.73418875590335,South Jakarta,Central Jakarta,14.59,21.3,motorcycle,74418.0,1.13,cloudy,14,Monday,True
2001,2024-01-05 04:00:00,2024-01-05 04:15:00,-6.247658863252819,106.70969986368222,-6.169138735693188,106.90323692548615,West Jakarta,South Jakarta,4.62,32.9,car,15532.0,2.39,rainy,7,Tuesday,True
2002,2024-01-05 04:03:00,2024-01-05 04:18:00,-6.2506042401855995,106.74669313205779,-6.283993486046812,106.8696355074477,Central Jakarta,South Jakarta,9.53,42.6,motorcycle,48606.0,1.66,cloudy,14,Tuesday,False
2003,2024-01-05 04:06:00,2024-01-05 04:21:00,-6.118749083895793,106.9078114512725,-6.251534037709252,106.92226872918668,South Jakarta,South Jakarta,3.08,14.4,motorcycle,45297.0,2.14,sunny,20,Tuesday,False
2004,2024-01-05 04:09:00,2024-01-05 04:24:00,-6.250090760030099,106.89169208908459,-6.14526413070415,106.81233401485886,South Jakarta,South Jakarta,4.83,29.6,car,14013.0,1.19,rainy,20,Tuesday,True
2005,2024-01-05 04:12:00,2024-01-05 04:27:00,-6.245610054774273,106.78766067286429,-6.194262829264236,106.92347244068056,West Jakarta,South Jakarta,11.92,41.4,car,16143.0,2.39,sunny,6,Wednesday,True
2006,2024-01-05 04:15:00,2024-01-05 04:30:00,-6.148120347516407,106.79420265694355,-6.114406187642591,106.91644353058902,South Jakarta,West Jakarta,5.93,13.5,motorcycle,36738.0,1.05,sunny,19,Monday,True
2007,2024-01-05 04:18:00,2024-01-05 04:33:00,-6.210052031509892,106.8333886083884,-6.214249718331729,106.80960233308981,South Jakarta,Central Jakarta,14.81,27.3,premium_car,19391.0,1.06,sunny,18,Monday,True
2008,2024-01-05 04:21:00,2024-01-05 04:36:00,-6.144657888608964,106.70006025117128,-6.126037526837215,106.79528582882325,Central Jakarta,Central Jakarta,8.51,40.3,premium_car,43465.0,1.08,rainy,21,Monday,True
2009,2024-01-05 04:24:00,2024-01-05 04:39:00,-6.286926768487123,106.76031108400952,-6.210208912504352,106.93320300374256,South Jakarta,West Jakarta,8.72,41.5,car,52622.0,1.16,rainy,13,Monday,True
2010,2024-01-05 04:27:00,2024-01-05 04:42:00,-6.202485761265323,106.75205795215206,-6.104150344259603,106.87879118363462,South Jakarta,West Jakarta,2.47,28.0,motorcycle,58398.0,1.73,sunny,5,Monday,False
2011,2024-01-05 04:30:00,2024-01-05 04:45:00,-6.293277279963343,106.76262073668744,-6.108033123720224,106.93206133660952,South Jakarta,South Jakarta,14.43,10.9,car,48253.0,2.18,cloudy,12,Wednesday,False
2012,2024-01-05 04:33:00,2024-01-05 04:48:00,-6.287469359308929,106.90147646063336,-6.234172658888784,106.89924369472395,South Jakarta,South Jakarta,4.27,13.7,premium_car,36576.0,1.43,rainy,11,Wednesday,True
2013,2024-01-05 04:36:00,2024-01-05 04:51:00,-6.118712509331117,106.76991846413661,-6.122815265916639,106.85232435982286,Central Jakarta,Central Jakarta,9.0,30.5,premium_car,19083.0,2.12,sunny,21,Monday,False
2014,2024-01-05 04:39:00,2024-01-05 04:54:00,-6.272150925776481,106.74788033051254,-6.13047772515687,106.72896319425094,South Jakarta,South Jakarta,7.14,14.3,motorcycle,27324.0,2.16,cloudy,6,Monday,False
2015,2024-01-05 04:42:00,2024-01-05 04:57:00,-6.193515863544956,106.82606586519826,-6.257863920534487,106.77287016814478,Central Jakarta,Central Jakarta,7.4,15.2,car,39360.0,2.36,sunny,19,Monday,False
2016,2024-01-05 04:45:00,2024-01-05 05:00:00,-6.217780879479858,106.91641125909318,-6.1751419198433455,106.9422106017746,Central Jakarta,South Jakarta,10.36,37.0,car,74688.0,1.22,rainy,2,Wednesday,False
2017,2024-01-05 04:48:00,2024-01-05 05:03:00,-6.230531334748231,106.76033742595938,-6.285463536882037,106.77985552467855,Central Jakarta,South Jakarta,10.61,36.3,premium_car,24182.0,1.2,rainy,2,Monday,True
2018,2024-01-05 04:51:00,2024-01-05 05:06:00,-6.120033330862545,106.7196340606982,-6.132657855883307,106.72331371744635,West Jakarta,Central Jakarta,4.01,39.5,car,38934.0,1.18,cloudy,2,Tuesday,True
2019,2024-01-05 04:54:00,2024-01-05 05:09:00,-6.295635320644902,106.78910118396242,-6.265090823299301,106.87688833897984,West Jakarta,West Jakarta,8.49,13.7,car,61262.0,1.54,rainy,14,Wednesday,False
2020,2024-01-05 04:57:00,2024-01-05 05:12:00,-6.167242062764882,106.88691295614124,-6.285837059722847,106.88350106363592,South Jakarta,West Jakarta,12.28,16.9,car,59364.0,1.73,sunny,15,Tuesday,True
2021,2024-01-05 05:00:00,2024-01-05 05:15:00,-6.1073211131572895,106.8376726361737,-6.219956180892238,106.77136443007178,Central Jakarta,South Jakarta,7.76,39.2,motorcycle,77591.0,1.69,sunny,12,Tuesday,False
2022,2024-01-05 05:03:00,2024-01-05 05:18:00,-6.187966363307631,106.90419834239358,-6.184615572280071,106.77441799483658,West Jakarta,West Jakarta,4.16,35.2,premium_car,23363.0,1.39,cloudy,15,Tuesday,True
2023,2024-01-05 05:06:00,2024-01-05 05:21:00,-6.112635507593382,106.9398980369023,-6.129016608288046,106.8172232463772,South Jakarta,South Jakarta,6.07,38.2,car,11156.0,1.93,cloudy,1,Wednesday,True
2024,2024-01-05 05:09:00,2024-01-05 05:24:00,-6.2895484241427955,106.8981656191879,-6.105151494895653,106.70544723744057,West Jakarta,West Jakarta,4.76,44.6,motorcycle,32563.0,1.51,cloudy,5,Tuesday,False
2025,2024-01-05 05:12:00,2024-01-05 05:27:00,-6.216241336185168,106.85095076971093,-6.212101497486027,106.89733075259029,Central Jakarta,West Jakarta,3.64,40.3,car,20478.0,1.55,cloudy,16,Monday,True
2026,2024-01-05 05:15:00,2024-01-05 05:30:00,-6.24796844180759,106.8233353970131,-6.287910615402946,106.77927219681854,South Jakarta,Central Jakarta,6.91,28.2,car,48393.0,1.16,sunny,5,Monday,True
2027,2024-01-05 05:18:00,2024-01-05 05:33:00,-6.153835807003854,106.71001727158706,-6.150176884194826,106.9134407755005,Central Jakarta,West Jakarta,9.03,20.9,premium_car,72915.0,1.89,sunny,23,Tuesday,True
2028,2024-01-05 05:21:00,2024-01-05 05:36:00,-6.10374058190055,106.94608049470351,-6.186965348755212,106.90065760540001,Central Jakarta,South Jakarta,2.95,29.9,motorcycle,58176.0,1.98,sunny,21,Wednesday,False
2029,2024-01-05 05:24:00,2024-01-05 05:39:00,-6.2486939875111505,106.79587028064377,-6.210421731031107,106.8653505082797,West Jakarta,Central Jakarta,9.85,32.4,car,19506.0,2.14,sunny,17,Monday,False
2030,2024-01-05 05:27:00,2024-01-05 05:42:00,-6.169165079705185,106.73805705347922,-6.238146224241562,106.78121871677483,South Jakarta,West Jakarta,14.91,21.7,premium_car,18126.0,2.36,cloudy,22,Wednesday,False
2031,2024-01-05 05:30:00,2024-01-05 05:45:00,-6.260380473448052,106.86667721384912,-6.199520294431292,106.82907914041529,South Jakarta,Central Jakarta,14.53,37.0,motorcycle,73801.0,2.15,rainy,11,Monday,True
2032,2024-01-05 05:33:00,2024-01-05 05:48:00,-6.186933949085677,106.77107207227387,-6.232264079108593,106.8112073143995,South Jakarta,West Jakarta,12.78,13.2,car,44133.0,1.35,sunny,18,Wednesday,True
2033,2024-01-05 05:36:00,2024-01-05 05:51:00,-6.2072135026623325,106.84644456773276,-6.1485976264505275,106.78472047156217,West Jakarta,South Jakarta,5.46,37.3,premium_car,74657.0,1.35,rainy,11,Monday,False
2034,2024-01-05 05:39:00,2024-01-05 05:54:00,-6.105598934073692,106.84669197696115,-6.191221260701472,106.9120340723258,South Jakarta,South Jakarta,2.29,11.1,car,61535.0,2.37,cloudy,23,Tuesday,False
2035,2024-01-05 05:42:00,2024-01-05 05:57:00,-6.178294545460706,106.81143245522571,-6.124630445169177,106.82087676864442,West Jakarta,Central Jakarta,12.84,27.4,car,79534.0,2.19,cloudy,21,Tuesday,False
2036,2024-01-05 05:45:00,2024-01-05 06:00:00,-6.230098725582636,106.90902965388626,-6.191291217070111,106.90818077444929,South Jakarta,West Jakarta,2.72,40.2,motorcycle,70986.0,2.17,rainy,16,Tuesday,False
2037,2024-01-05 05:48:00,2024-01-05 06:03:00,-6.277180843022413,106.76624176538887,-6.252347517332014,106.72630461853547,West Jakarta,West Jakarta,4.67,13.0,premium_car,38995.0,2.08,cloudy,1,Wednesday,True
2038,2024-01-05 05:51:00,2024-01-05 06:06:00,-6.269750634253013,106.81215814790444,-6.129781623553571,106.7352561971501,South Jakarta,Central Jakarta,9.08,28.1,motorcycle,63076.0,1.4,rainy,13,Tuesday,True
2039,2024-01-05 05:54:00,2024-01-05 06:09:00,-6.254936614009753,106.83442303214774,-6.188556191013991,106.94433007627825,West Jakarta,Central Jakarta,4.32,15.6,car,42986.0,2.27,sunny,12,Wednesday,True
2040,2024-01-05 05:57:00,2024-01-05 06:12:00,-6.24980666773194,106.86590618019183,-6.258631792371288,106.84694211565153,Central Jakarta,South Jakarta,12.84,41.3,premium_car,26315.0,1.21,cloudy,23,Monday,True
2041,2024-01-05 06:00:00,2024-01-05 06:15:00,-6.129876788431772,106.8959929626264,-6.175298438008755,106.82744241837476,Central Jakarta,Central Jakarta,12.1,39.1,car,26872.0,1.53,cloudy,5,Monday,False
2042,2024-01-05 06:03:00,2024-01-05 06:18:00,-6.187755442343494,106.79870182071957,-6.228456647011514,106.83078901578602,Central Jakarta,West Jakarta,11.83,42.7,car,37813.0,1.52,rainy,16,Wednesday,False
2043,2024-01-05 06:06:00,2024-01-05 06:21:00,-6.195321817725127,106.86151173602416,-6.131118877541587,106.75381719350821,South Jakarta,Central Jakarta,12.61,40.6,car,17803.0,1.84,rainy,8,Tuesday,False
2044,2024-01-05 06:09:00,2024-01-05 06:24:00,-6.277046225626156,106.73765273826713,-6.209340052270691,106.87967598737549,West Jakarta,South Jakarta,4.86,35.8,premium_car,22444.0,1.7,rainy,7,Wednesday,True
2045,2024-01-05 06:12:00,2024-01-05 06:27:00,-6.127972061330112,106.93316202513562,-6.154711728378516,106.72119515593243,Central Jakarta,Central Jakarta,11.48,16.5,car,45043.0,1.69,rainy,13,Wednesday,False
2046,2024-01-05 06:15:00,2024-01-05 06:30:00,-6.155437139358303,106.79576470160525,-6.280892758472753,106.84333092827576,South Jakarta,West Jakarta,6.62,20.6,premium_car,76775.0,1.83,rainy,1,Wednesday,False
2047,2024-01-05 06:18:00,2024-01-05 06:33:00,-6.2864663276199995,106.8823803554941,-6.22079513073953,106.84269219914648,West Jakarta,Central Jakarta,10.67,27.4,car,50438.0,1.62,cloudy,9,Monday,False
2048,2024-01-05 06:21:00,2024-01-05 06:36:00,-6.158432980554046,106.70508527047055,-6.1033517127055195,106.92854710603338,Central Jakarta,Central Jakarta,3.59,30.6,motorcycle,38595.0,1.37,rainy,20,Monday,True
2049,2024-01-05 06:24:00,2024-01-05 06:39:00,-6.191292356531471,106.75129678572621,-6.13830794210457,106.83154570252621,Central Jakarta,Central Jakarta,11.17,37.4,premium_car,26989.0,2.0,sunny,2,Monday,False
2050,2024-01-05 06:27:00,2024-01-05 06:42:00,-6.283654930850644,106.8217706360809,-6.268011839526614,106.73426567399355,South Jakarta,South Jakarta,14.64,17.9,car,23713.0,2.19,rainy,16,Tuesday,False
2051,2024-01-05 06:30:00,2024-01-05 06:45:00,-6.208339871694268,106.91956311693309,-6.244447190104549,106.84318831481204,West Jakarta,South Jakarta,2.57,14.5,motorcycle,56088.0,1.72,cloudy,6,Monday,True
2052,2024-01-05 06:33:00,2024-01-05 06:48:00,-6.2030607425739905,106.83181378748768,-6.234036838228728,106.72283191109133,South Jakarta,South Jakarta,3.22,26.9,premium_car,69383.0,1.97,sunny,11,Monday,True
2053,2024-01-05 06:36:00,2024-01-05 06:51:00,-6.266845091967345,106.93246762057348,-6.16992688790091,106.75094845882498,Central Jakarta,South Jakarta,3.61,15.5,motorcycle,37920.0,1.8,cloudy,6,Wednesday,False
2054,2024-01-05 06:39:00,2024-01-05 06:54:00,-6.110860370599943,106.8209492241457,-6.148601048102068,106.70777714604685,South Jakarta,West Jakarta,7.6,34.3,car,48546.0,1.09,rainy,2,Tuesday,False
2055,2024-01-05 06:42:00,2024-01-05 06:57:00,-6.130004925703867,106.822612274184,-6.150094678238418,106.82832339561487,South Jakarta,West Jakarta,5.78,30.1,motorcycle,59471.0,1.63,cloudy,5,Wednesday,False
2056,2024-01-05 06:45:00,2024-01-05 07:00:00,-6.166195532534178,106.72993669712514,-6.198025188738719,106.7211331538234,Central Jakarta,South Jakarta,12.49,35.9,car,14081.0,1.01,cloudy,2,Wednesday,True
2057,2024-01-05 06:48:00,2024-01-05 07:03:00,-6.207540887799878,106.90066406103806,-6.13783589243237,106.81734859463283,Central Jakarta,South Jakarta,8.16,12.2,car,34563.0,1.99,rainy,3,Wednesday,True
2058,2024-01-05 06:51:00,2024-01-05 07:06:00,-6.217646891683098,106.76174135311676,-6.212584383448505,106.93323625883104,West Jakarta,South Jakarta,8.3,43.8,premium_car,61083.0,1.76,cloudy,15,Wednesday,False
2059,2024-01-05 06:54:00,2024-01-05 07:09:00,-6.169805306569809,106.92490312234308,-6.275223886940887,106.87994035325484,West Jakarta,Central Jakarta,11.32,10.0,car,57923.0,1.19,cloudy,14,Monday,True
2060,2024-01-05 06:57:00,2024-01-05 07:12:00,-6.190913626118618,106.9277060550826,-6.187111631669237,106.71935291855632,Central Jakarta,West Jakarta,6.71,21.4,car,13734.0,1.81,cloudy,0,Tuesday,True
2061,2024-01-05 07:00:00,2024-01-05 07:15:00,-6.287545378823623,106.93582752796854,-6.109539723079778,106.75605245305222,Central Jakarta,Central Jakarta,6.59,33.8,premium_car,26647.0,2.35,sunny,1,Monday,True
2062,2024-01-05 07:03:00,2024-01-05 07:18:00,-6.197499470245933,106.83005762227577,-6.141401269721498,106.86841560497336,West Jakarta,South Jakarta,11.84,11.6,premium_car,57597.0,1.51,cloudy,0,Wednesday,False
2063,2024-01-05 07:06:00,2024-01-05 07:21:00,-6.138719276553432,106.86927344619592,-6.184259870461552,106.92367546525605,South Jakarta,West Jakarta,12.14,12.9,car,28999.0,2.47,rainy,17,Monday,True
2064,2024-01-05 07:09:00,2024-01-05 07:24:00,-6.208152024480608,106.89462897001542,-6.1706388679301805,106.708229646691,Central Jakarta,South Jakarta,2.19,12.7,car,67009.0,2.44,rainy,3,Tuesday,True
2065,2024-01-05 07:12:00,2024-01-05 07:27:00,-6.289608684489147,106.73275365466262,-6.113887594592885,106.90311278293015,Central Jakarta,Central Jakarta,3.87,30.4,premium_car,12065.0,2.18,cloudy,5,Monday,False
2066,2024-01-05 07:15:00,2024-01-05 07:30:00,-6.142744360123193,106.85023929874937,-6.214331441113008,106.84045347008458,South Jakarta,West Jakarta,4.77,41.4,premium_car,23324.0,2.22,rainy,10,Monday,True
2067,2024-01-05 07:18:00,2024-01-05 07:33:00,-6.259727243572805,106.70857447532583,-6.233721172211473,106.8365228313241,West Jakarta,Central Jakarta,6.57,29.4,motorcycle,29692.0,1.62,sunny,11,Tuesday,False
2068,2024-01-05 07:21:00,2024-01-05 07:36:00,-6.248275833022392,106.82439152084719,-6.10455168699991,106.93945329568834,West Jakarta,West Jakarta,5.79,31.1,motorcycle,74770.0,1.6,rainy,7,Wednesday,True
2069,2024-01-05 07:24:00,2024-01-05 07:39:00,-6.267058729313541,106.73871067040506,-6.127311373297933,106.8869111531492,South Jakarta,South Jakarta,10.69,22.1,motorcycle,65742.0,2.43,rainy,13,Wednesday,False
2070,2024-01-05 07:27:00,2024-01-05 07:42:00,-6.2339569870257,106.74573073149053,-6.23539128307628,106.91252971701402,Central Jakarta,West Jakarta,12.77,10.7,premium_car,71890.0,1.55,cloudy,9,Wednesday,True
2071,2024-01-05 07:30:00,2024-01-05 07:45:00,-6.148649698862273,106.79126189167316,-6.207243880527815,106.78849889238617,South Jakarta,Central Jakarta,4.5,10.8,premium_car,40834.0,1.15,sunny,22,Tuesday,True
2072,2024-01-05 07:33:00,2024-01-05 07:48:00,-6.196122828099212,106.80810929167913,-6.21698437419844,106.83859101020711,Central Jakarta,Central Jakarta,9.32,41.1,premium_car,67579.0,1.23,sunny,3,Monday,True
2073,2024-01-05 07:36:00,2024-01-05 07:51:00,-6.259023745169857,106.85579310613305,-6.270180864265713,106.85385141935694,West Jakarta,Central Jakarta,6.78,13.6,motorcycle,69745.0,2.07,rainy,14,Wednesday,True
2074,2024-01-05 07:39:00,2024-01-05 07:54:00,-6.124433984369592,106.71860710460963,-6.108436135237348,106.78039598509062,Central Jakarta,Central Jakarta,8.58,45.0,car,37997.0,1.57,rainy,15,Tuesday,False
2075,2024-01-05 07:42:00,2024-01-05 07:57:00,-6.124083629009694,106.82592294030937,-6.219137513756048,106.84256203123685,Central Jakarta,South Jakarta,10.07,15.8,car,79612.0,1.3,cloudy,13,Tuesday,True
2076,2024-01-05 07:45:00,2024-01-05 08:00:00,-6.125884314990798,106.74565628256327,-6.124934183472418,106.75916384486993,Central Jakarta,Central Jakarta,13.62,33.6,car,69587.0,2.22,cloudy,14,Tuesday,True
2077,2024-01-05 07:48:00,2024-01-05 08:03:00,-6.252240757723692,106.84349379375794,-6.262128754463867,106.73584391776706,Central Jakarta,South Jakarta,4.5,43.2,premium_car,78187.0,1.73,sunny,22,Wednesday,True
2078,2024-01-05 07:51:00,2024-01-05 08:06:00,-6.209752131163802,106.8593511530653,-6.190425837872556,106.79349256481933,Central Jakarta,West Jakarta,3.13,22.7,car,70655.0,1.85,cloudy,16,Tuesday,False
2079,2024-01-05 07:54:00,2024-01-05 08:09:00,-6.103002068771825,106.83917731413821,-6.295207722975146,106.88482240718662,West Jakarta,Central Jakarta,10.15,35.7,car,64334.0,1.23,sunny,11,Wednesday,True
2080,2024-01-05 07:57:00,2024-01-05 08:12:00,-6.145597504738002,106.88457387761957,-6.147155903231538,106.92904678701848,South Jakarta,West Jakarta,7.12,22.3,premium_car,76069.0,1.29,sunny,12,Monday,True
2081,2024-01-05 08:00:00,2024-01-05 08:15:00,-6.294566515754888,106.78390231106023,-6.183817220350744,106.81442851287456,West Jakarta,West Jakarta,4.12,20.7,premium_car,39387.0,1.19,rainy,13,Tuesday,True
2082,2024-01-05 08:03:00,2024-01-05 08:18:00,-6.286959081747901,106.89127664790828,-6.174882083306049,106.86070592206886,Central Jakarta,South Jakarta,3.52,17.1,premium_car,64833.0,1.77,sunny,10,Tuesday,False
2083,2024-01-05 08:06:00,2024-01-05 08:21:00,-6.207213724637533,106.80819177042706,-6.289655823489069,106.72575928274378,South Jakarta,Central Jakarta,9.27,38.7,premium_car,24902.0,2.16,sunny,10,Wednesday,True
2084,2024-01-05 08:09:00,2024-01-05 08:24:00,-6.118155958827687,106.82104612458065,-6.257792333958276,106.92611593963808,Central Jakarta,South Jakarta,5.91,19.0,premium_car,61296.0,2.1,sunny,5,Wednesday,False
2085,2024-01-05 08:12:00,2024-01-05 08:27:00,-6.192259640409457,106.86202553181528,-6.285133825529284,106.84215105339248,West Jakarta,Central Jakarta,14.97,19.9,motorcycle,64975.0,1.39,sunny,0,Wednesday,True
2086,2024-01-05 08:15:00,2024-01-05 08:30:00,-6.200437498393142,106.7045895959998,-6.242217136839238,106.89508456190629,West Jakarta,West Jakarta,7.28,45.0,premium_car,60157.0,2.28,rainy,23,Monday,True
2087,2024-01-05 08:18:00,2024-01-05 08:33:00,-6.278905260008674,106.86349855535506,-6.174512198463569,106.89861030023035,Central Jakarta,South Jakarta,4.76,21.5,car,69487.0,1.16,cloudy,19,Wednesday,False
2088,2024-01-05 08:21:00,2024-01-05 08:36:00,-6.168643979055141,106.85464628726803,-6.186762803136524,106.76412013159202,Central Jakarta,Central Jakarta,10.18,24.8,car,38933.0,1.17,cloudy,7,Tuesday,True
2089,2024-01-05 08:24:00,2024-01-05 08:39:00,-6.135579367879955,106.77746177918833,-6.177570035677322,106.83229361329546,South Jakarta,West Jakarta,5.18,44.7,motorcycle,48134.0,2.27,sunny,7,Monday,False
2090,2024-01-05 08:27:00,2024-01-05 08:42:00,-6.223915998498487,106.72144857122487,-6.190149745724421,106.94011993789024,South Jakarta,South Jakarta,8.42,22.9,premium_car,10747.0,1.37,cloudy,17,Wednesday,False
2091,2024-01-05 08:30:00,2024-01-05 08:45:00,-6.144877629814935,106.72273386247826,-6.245394240864828,106.72240863620522,Central Jakarta,South Jakarta,8.27,22.8,car,20224.0,2.06,cloudy,21,Wednesday,False
